data	open	high	low	close	volume
2023-06-12 11:40:00	116.07	116.86	116.06	116.6	64358
2023-06-12 15:20:00	116.59	116.63	116.22	116.4	41639
2023-06-13 08:00:00	116.48	116.58	116.12	116.53	72767
2023-06-13 11:40:00	116.52	117.07	116.28	116.79	58761
2023-06-13 15:20:00	116.8	116.81	116.2	116.38	46548
2023-06-14 08:00:00	116.1	116.36	115.9	116.34	40863
2023-06-14 11:40:00	116.35	116.35	115.83	116.0	52031
2023-06-14 15:20:00	116.01	116.14	115.82	116.12	40218
2023-06-15 08:00:00	115.54	115.67	115.32	115.36	54300
2023-06-15 11:40:00	115.36	115.76	114.61	115.74	80327
2023-06-15 15:20:00	115.74	116.11	115.48	115.84	61330
2023-06-16 08:00:00	115.63	116.25	115.3	116.19	43232
2023-06-16 11:40:00	116.19	116.5	116.11	116.33	58724
2023-06-16 15:20:00	116.32	117.07	116.26	116.61	60960
2023-06-19 08:00:00	116.73	116.76	116.08	116.15	39576
2023-06-19 11:40:00	116.14	116.21	115.67	115.83	39421
2023-06-19 15:20:00	115.83	115.83	115.59	115.77	30461
2023-06-20 08:00:00	115.94	116.27	115.86	116.03	44287
2023-06-20 11:40:00	116.03	116.64	116.03	116.41	54131
2023-06-20 15:20:00	116.41	116.75	116.41	116.73	52150
2023-06-21 08:00:00	116.36	116.66	116.09	116.63	51574
2023-06-21 11:40:00	116.64	116.67	116.21	116.42	43289
2023-06-21 15:20:00	116.41	116.61	116.14	116.6	37322
2023-06-22 08:00:00	116.72	116.72	116.07	116.1	38322
2023-06-22 11:40:00	116.1	116.33	115.54	115.74	63474
2023-06-22 15:20:00	115.74	115.92	115.57	115.67	35703
2023-06-23 08:00:00	115.82	117.15	115.82	116.83	54204
2023-06-23 11:40:00	116.83	117.25	116.72	117.22	44537
2023-06-23 15:20:00	117.21	117.29	116.86	116.96	37454
2023-06-26 08:00:00	117.15	117.59	116.87	117.44	50745
2023-06-26 11:40:00	117.43	117.6	117.21	117.21	49902
2023-06-26 15:20:00	117.21	117.56	117.15	117.41	37116
2023-06-27 08:00:00	117.2	117.44	117.08	117.17	47716
2023-06-27 11:40:00	117.17	117.49	117.1	117.23	47239
2023-06-27 15:20:00	117.23	117.51	116.87	117.15	44500
2023-06-28 08:00:00	116.96	117.19	116.67	117.06	37849
2023-06-28 11:40:00	117.06	117.44	116.95	117.12	50111
2023-06-28 15:20:00	117.13	117.2	116.87	117.1	35915
2023-06-29 08:00:00	116.8	117.1	116.55	116.68	37923
2023-06-29 11:40:00	116.68	116.75	116.17	116.23	56355
2023-06-29 15:20:00	116.24	116.31	115.74	115.81	50385
2023-06-30 08:00:00	115.94	116.17	115.42	115.76	83923
2023-06-30 11:40:00	115.77	116.13	115.69	115.85	42119
2023-06-30 15:20:00	115.85	116.27	115.62	116.21	46562
2023-07-03 08:00:00	116.09	116.51	116.0	116.29	37161
2023-07-03 11:40:00	116.29	116.3	115.59	115.87	47005
2023-07-03 15:20:00	115.88	116.22	115.42	115.56	51558
2023-07-04 08:00:00	115.61	115.66	114.87	114.88	52317
2023-07-04 11:40:00	114.88	114.98	114.7	114.9	49527
2023-07-04 15:20:00	114.89	115.25	114.89	114.95	31795
2023-07-05 08:00:00	114.97	115.46	114.85	115.39	44660
2023-07-05 11:40:00	115.39	115.64	115.12	115.45	48657
2023-07-05 15:20:00	115.44	115.66	115.16	115.19	42445
2023-07-06 08:00:00	114.8	115.16	114.65	114.65	59536
2023-07-06 11:40:00	114.65	114.68	113.78	113.85	73614
2023-07-06 15:20:00	113.85	114.01	113.24	113.45	67722
2023-07-07 08:00:00	113.46	113.66	113.23	113.31	58864
2023-07-07 11:40:00	113.31	113.9	113.01	113.26	52288
2023-07-07 15:20:00	113.25	113.8	113.25	113.67	38354
2023-07-10 08:00:00	113.5	113.67	113.26	113.26	35446
2023-07-10 11:40:00	113.27	113.43	113.05	113.23	42085
2023-07-10 15:20:00	113.23	113.57	113.22	113.46	35572
2023-07-11 08:00:00	113.63	113.79	113.34	113.66	48502
2023-07-11 11:40:00	113.65	113.76	113.23	113.26	58539
2023-07-11 15:20:00	113.26	113.29	112.95	113.09	39216
2023-07-12 08:00:00	113.22	113.53	113.2	113.5	32262
2023-07-12 11:40:00	113.5	114.0	113.31	113.81	49399
2023-07-12 15:20:00	113.81	114.46	113.69	114.44	51086
2023-07-13 08:00:00	114.35	115.54	114.26	115.33	113019
2023-07-13 11:40:00	115.33	115.76	115.31	115.55	45551
2023-07-13 15:20:00	115.55	115.78	115.37	115.65	39074
2023-07-14 08:00:00	115.51	115.52	115.24	115.43	28818
2023-07-14 11:40:00	115.43	115.62	115.24	115.38	30573
2023-07-14 15:20:00	115.37	115.46	115.1	115.32	25280
2023-07-17 08:00:00	115.41	115.58	115.1	115.46	32264
2023-07-17 11:40:00	115.46	115.63	115.29	115.36	35603
2023-07-17 15:20:00	115.36	115.43	115.14	115.41	24758
2023-07-18 08:00:00	115.61	116.49	115.56	116.4	54566
2023-07-18 11:40:00	116.41	116.84	116.38	116.73	51121
2023-07-18 15:20:00	116.72	116.91	116.62	116.65	40768
2023-07-19 08:00:00	117.23	117.48	117.02	117.04	45134
2023-07-19 11:40:00	117.04	117.04	116.56	116.61	46976
2023-07-19 15:20:00	116.6	116.69	116.1	116.23	43198
2023-07-20 08:00:00	116.28	116.34	115.96	116.14	48148
2023-07-20 11:40:00	116.14	116.26	115.96	115.97	38306
2023-07-20 15:20:00	115.97	116.17	115.76	115.79	36969
2023-07-21 08:00:00	115.74	116.16	115.71	116.05	29537
2023-07-21 11:40:00	116.06	116.32	115.96	116.28	29905
2023-07-21 15:20:00	116.27	116.35	116.15	116.25	24999
2023-07-24 08:00:00	116.0	116.76	115.84	116.55	36465
2023-07-24 11:40:00	116.55	116.82	116.52	116.78	33528
2023-07-24 15:20:00	116.79	116.86	116.48	116.49	30019
2023-07-25 08:00:00	116.19	116.56	116.14	116.29	49199
