Eurex.Bund
Eurex.Bund
ora	high	low	open	close	volume
10042026 080000	125,59	125,45	125,46	125,58	22985
10042026 090000	125,58	125,40	125,57	125,42	61678
10042026 100000	125,47	125,25	125,43	125,26	78408
10042026 110000	125,43	125,23	125,26	125,36	99547
10042026 120000	125,42	125,31	125,36	125,36	65400
10042026 130000	125,41	125,26	125,36	125,34	63025
10042026 140000	125,44	125,23	125,34	125,24	76465
10042026 150000	125,28	125,12	125,23	125,18	93708
10042026 160000	125,23	125,11	125,18	125,15	91733
10042026 170000	125,23	125,05	125,15	125,07	92381
10042026 180000	125,09	125,02	125,07	125,08	36057
10042026 190000	125,08	125,04	125,08	125,08	9235
10042026 200000	125,17	125,06	125,08	125,13	6699
10042026 210000	125,17	125,10	125,13	125,12	4559
13042026 020000	124,78	124,68	124,72	124,78	3977
13042026 030000	124,82	124,76	124,78	124,81	1686
13042026 040000	124,83	124,78	124,82	124,80	1266
13042026 050000	124,84	124,79	124,81	124,81	962
13042026 060000	124,87	124,81	124,82	124,85	1410
13042026 070000	124,87	124,80	124,86	124,84	5035
13042026 080000	124,95	124,82	124,84	124,94	34278
13042026 090000	125,13	124,92	124,95	125,09	87957
13042026 100000	125,13	124,95	125,09	125,00	70669
13042026 110000	125,01	124,93	124,99	124,98	60358
13042026 120000	125,00	124,90	124,99	124,93	48621
13042026 130000	124,97	124,69	124,94	124,70	81099
13042026 140000	124,91	124,68	124,70	124,86	76866
13042026 150000	125,09	124,83	124,86	124,96	123346
13042026 160000	124,98	124,75	124,96	124,78	89477
13042026 170000	124,80	124,68	124,77	124,72	95355
13042026 180000	125,05	124,68	124,71	124,97	81026
13042026 190000	125,05	124,97	124,97	125,02	9582
13042026 200000	125,09	125,01	125,01	125,08	7783
13042026 210000	125,09	125,02	125,08	125,04	6716
14042026 020000	125,20	125,09	125,09	125,16	3640
14042026 030000	125,17	125,11	125,16	125,13	1149
14042026 040000	125,17	125,12	125,13	125,15	993
14042026 050000	125,22	125,11	125,15	125,20	1994
14042026 060000	125,24	125,18	125,19	125,23	2468
14042026 070000	125,25	125,15	125,23	125,15	4363
14042026 080000	125,17	125,06	125,16	125,09	33280
14042026 090000	125,23	125,05	125,09	125,14	117756
14042026 100000	125,18	125,09	125,14	125,12	80987
14042026 110000	125,15	125,03	125,12	125,08	76357
14042026 120000	125,14	125,00	125,09	125,00	84430
14042026 130000	125,04	124,88	125,00	125,01	158848
14042026 140000	125,08	124,96	125,02	125,02	121188
14042026 150000	125,12	124,98	125,02	125,09	85814
14042026 160000	125,38	125,10	125,10	125,33	186323
14042026 170000	125,43	125,30	125,33	125,42	114960
14042026 180000	125,47	125,40	125,41	125,46	25598
14042026 190000	125,51	125,43	125,46	125,48	9411
14042026 200000	125,53	125,48	125,49	125,50	6242
14042026 210000	125,54	125,50	125,50	125,53	3928
15042026 020000	125,63	125,56	125,57	125,59	2379
15042026 030000	125,62	125,57	125,58	125,59	871
15042026 040000	125,60	125,53	125,59	125,57	1382
15042026 050000	125,60	125,55	125,57	125,59	765
15042026 060000	125,60	125,53	125,59	125,56	1125
15042026 070000	125,59	125,54	125,55	125,57	3297
15042026 080000	125,67	125,55	125,57	125,63	43194
15042026 090000	125,68	125,43	125,63	125,45	91488
15042026 100000	125,54	125,43	125,45	125,53	84676
15042026 110000	125,55	125,35	125,54	125,41	127799
15042026 120000	125,45	125,29	125,41	125,38	102057
15042026 130000	125,40	125,18	125,39	125,23	143241
15042026 140000	125,34	125,17	125,22	125,32	90720
15042026 150000	125,42	125,30	125,33	125,38	94811
15042026 160000	125,42	125,30	125,39	125,32	77608
15042026 170000	125,33	125,21	125,32	125,23	98630
15042026 180000	125,28	125,17	125,23	125,22	44400
15042026 190000	125,26	125,21	125,22	125,21	7528
15042026 200000	125,28	125,17	125,20	125,25	9618
15042026 210000	125,29	125,24	125,25	125,26	7422
16042026 020000	125,41	125,33	125,34	125,39	1783
16042026 030000	125,42	125,37	125,39	125,37	1602
16042026 040000	125,41	125,35	125,37	125,40	1133
16042026 050000	125,47	125,39	125,40	125,43	1328
16042026 060000	125,42	125,38	125,42	125,39	582
16042026 070000	125,42	125,36	125,40	125,38	3219
16042026 080000	125,61	125,36	125,39	125,61	42061
16042026 090000	125,62	125,49	125,62	125,50	88048
16042026 100000	125,52	125,41	125,50	125,42	104252
16042026 110000	125,48	125,39	125,42	125,40	69344
16042026 120000	125,57	125,40	125,41	125,57	65758
16042026 130000	125,75	125,57	125,57	125,74	100630
16042026 140000	125,75	125,61	125,74	125,65	102433
16042026 150000	125,69	125,40	125,65	125,48	109664
16042026 160000	125,57	125,35	125,48	125,38	123253
16042026 170000	125,48	125,25	125,37	125,39	129761
16042026 180000	125,41	125,24	125,39	125,27	39807
16042026 190000	125,27	125,14	125,26	125,17	18111
16042026 200000	125,22	125,17	125,18	125,19	10366
16042026 210000	125,22	125,18	125,18	125,19	4887
17042026 020000	125,25	125,17	125,19	125,22	2135
17042026 030000	125,21	125,17	125,21	125,19	599
17042026 040000	125,20	125,18	125,19	125,19	224
17042026 050000	125,20	125,11	125,19	125,12	776
17042026 060000	125,18	125,11	125,12	125,18	2031
17042026 070000	125,23	125,14	125,18	125,23	4105
17042026 080000	125,26	125,16	125,22	125,24	18381
17042026 090000	125,40	125,23	125,23	125,38	56929
17042026 100000	125,44	125,34	125,38	125,44	59391
17042026 110000	125,48	125,39	125,43	125,45	53537
17042026 120000	125,48	125,42	125,45	125,46	42620
17042026 130000	125,47	125,33	125,46	125,41	73600
17042026 140000	126,12	125,39	125,41	126,11	257465
17042026 150000	126,17	125,93	126,11	126,05	281496
17042026 160000	126,26	126,02	126,05	126,17	205110
17042026 170000	126,18	126,04	126,18	126,10	177177
17042026 180000	126,22	126,09	126,10	126,16	35001
17042026 190000	126,17	126,01	126,17	126,04	24784
17042026 200000	126,07	126,00	126,04	126,02	6061
17042026 210000	126,07	126,00	126,02	126,05	5180
20042026 020000	125,83	125,72	125,76	125,80	5355
20042026 030000	125,89	125,79	125,80	125,87	2904
20042026 040000	125,87	125,82	125,87	125,84	1327
20042026 050000	125,86	125,82	125,84	125,83	1621
20042026 060000	125,83	125,77	125,83	125,81	2971
20042026 070000	125,82	125,71	125,82	125,77	7891
20042026 080000	125,81	125,70	125,77	125,80	48822
20042026 090000	125,83	125,67	125,80	125,72	111898
20042026 100000	125,76	125,66	125,72	125,76	93356
20042026 110000	125,85	125,76	125,77	125,78	94899
20042026 120000	125,87	125,74	125,78	125,77	78449
20042026 130000	125,93	125,69	125,76	125,89	91556
20042026 140000	125,95	125,83	125,88	125,88	110415
20042026 150000	126,01	125,82	125,87	125,94	151316
20042026 160000	125,95	125,71	125,95	125,84	175225
20042026 170000	125,99	125,81	125,85	125,90	141380
20042026 180000	125,93	125,85	125,91	125,90	33978
20042026 190000	125,96	125,90	125,90	125,92	10164
20042026 200000	125,96	125,90	125,93	125,95	8957
20042026 210000	125,96	125,93	125,95	125,94	3852
21042026 020000	125,98	125,91	125,97	125,94	1943
21042026 030000	125,97	125,90	125,93	125,94	1081
21042026 040000	125,97	125,93	125,94	125,97	586
21042026 050000	125,98	125,94	125,98	125,97	506
21042026 060000	126,01	125,97	125,97	126,01	722
21042026 070000	126,17	126,01	126,01	126,07	10524
21042026 080000	126,07	126,01	126,06	126,05	23719
21042026 090000	126,15	125,91	126,06	126,02	78491
21042026 100000	126,10	125,92	126,01	126,00	75534
21042026 110000	126,04	125,94	126,01	125,96	65437
21042026 120000	126,02	125,92	125,96	125,99	58399
21042026 130000	126,01	125,86	125,99	125,98	79431
21042026 140000	126,00	125,87	125,99	125,92	85026
21042026 150000	126,02	125,82	125,91	125,96	88099
21042026 160000	125,95	125,58	125,95	125,59	119644
21042026 170000	125,71	125,56	125,59	125,66	128371
21042026 180000	125,73	125,58	125,67	125,60	40461
21042026 190000	125,69	125,46	125,60	125,59	49240
21042026 200000	125,65	125,48	125,59	125,62	25769
21042026 210000	125,71	125,33	125,62	125,35	33517
22042026 020000	125,69	125,56	125,59	125,63	2649
22042026 030000	125,67	125,60	125,64	125,62	2629
22042026 040000	125,63	125,59	125,61	125,61	626
22042026 050000	125,64	125,56	125,60	125,63	1053
22042026 060000	125,67	125,61	125,62	125,62	2399
22042026 070000	125,80	125,61	125,62	125,72	10152
22042026 080000	125,80	125,66	125,72	125,79	26525
22042026 090000	125,81	125,67	125,78	125,72	65913
22042026 100000	125,75	125,54	125,72	125,67	89635
22042026 110000	125,77	125,64	125,67	125,73	109317
22042026 120000	125,78	125,65	125,74	125,71	68027
22042026 130000	125,80	125,68	125,71	125,76	69101
22042026 140000	125,84	125,65	125,76	125,66	118769
22042026 150000	125,81	125,65	125,66	125,78	134427
22042026 160000	125,84	125,68	125,77	125,70	107741
22042026 170000	125,74	125,60	125,71	125,61	96934
22042026 180000	125,64	125,48	125,61	125,49	31574
22042026 190000	125,59	125,48	125,48	125,58	12996
22042026 200000	125,57	125,52	125,57	125,54	6919
22042026 210000	125,56	125,51	125,54	125,51	4609
23042026 020000	125,42	125,06	125,22	125,41	7730
23042026 030000	125,40	125,34	125,40	125,36	1343
23042026 040000	125,36	125,24	125,36	125,27	2203
23042026 050000	125,28	125,24	125,27	125,25	1709
23042026 060000	125,28	125,23	125,25	125,28	924
23042026 070000	125,30	125,22	125,28	125,29	3346
23042026 080000	125,37	125,24	125,29	125,34	37083
23042026 090000	125,55	125,30	125,33	125,52	96245
23042026 100000	125,52	125,38	125,51	125,43	90028
23042026 110000	125,49	125,32	125,42	125,42	103868
23042026 120000	125,52	125,40	125,42	125,52	62051
23042026 130000	125,57	125,38	125,52	125,54	95270
23042026 140000	125,71	125,51	125,53	125,63	128335
23042026 150000	125,66	125,51	125,63	125,57	98436
23042026 160000	125,63	125,50	125,57	125,62	91756
23042026 170000	125,67	125,51	125,61	125,60	105836
23042026 180000	125,66	125,57	125,60	125,62	28736
23042026 190000	125,62	124,99	125,62	125,25	102598
23042026 200000	125,41	125,25	125,25	125,30	38657
23042026 210000	125,37	125,27	125,30	125,34	8050
23042026 220000	125,34	125,34	125,34	125,34	1
24042026 020000	125,38	125,23	125,35	125,27	5368
24042026 030000	125,32	125,24	125,27	125,30	1122
24042026 040000	125,30	125,23	125,30	125,24	1890
24042026 050000	125,25	125,20	125,24	125,22	1222
24042026 060000	125,28	125,20	125,22	125,27	1517
24042026 070000	125,34	125,23	125,28	125,32	3375
24042026 080000	125,36	125,26	125,33	125,34	31632
24042026 090000	125,44	125,31	125,34	125,38	68654
24042026 100000	125,41	125,24	125,37	125,29	88621
24042026 110000	125,39	125,28	125,28	125,34	74761
24042026 120000	125,40	125,32	125,34	125,37	62455
24042026 130000	125,66	125,37	125,38	125,56	200772
24042026 140000	125,60	125,45	125,56	125,56	114752
24042026 150000	125,62	125,38	125,57	125,56	129945
24042026 160000	125,72	125,52	125,55	125,70	130966
24042026 170000	125,84	125,60	125,69	125,74	147723
24042026 180000	125,77	125,68	125,75	125,74	30083
24042026 190000	125,81	125,69	125,74	125,73	14240
24042026 200000	125,73	125,68	125,72	125,71	4137
24042026 210000	125,76	125,71	125,71	125,72	4421
27042026 020000	125,61	125,55	125,61	125,59	2645
27042026 030000	125,69	125,59	125,59	125,66	2166
27042026 040000	125,68	125,64	125,67	125,65	502
27042026 050000	125,66	125,58	125,64	125,58	1459
27042026 060000	125,59	125,52	125,57	125,54	1770
27042026 070000	125,55	125,48	125,54	125,53	3245
27042026 080000	125,59	125,50	125,52	125,57	23141
27042026 090000	125,60	125,49	125,57	125,53	54573
27042026 100000	125,64	125,49	125,52	125,59	60197
27042026 110000	125,64	125,53	125,60	125,57	84756
27042026 120000	125,73	125,53	125,56	125,69	66666
27042026 130000	125,73	125,63	125,69	125,65	41898
27042026 140000	125,68	125,50	125,66	125,52	64654
27042026 150000	125,56	125,41	125,52	125,49	125962
27042026 160000	125,54	125,45	125,48	125,46	92218
27042026 170000	125,46	125,31	125,46	125,38	104738
27042026 180000	125,41	125,34	125,39	125,35	25090
27042026 190000	125,35	125,21	125,35	125,31	14331
27042026 200000	125,36	125,28	125,31	125,32	4973
27042026 210000	125,36	125,31	125,33	125,32	5800
28042026 020000	125,36	125,29	125,33	125,29	1243
28042026 030000	125,29	125,21	125,28	125,22	1328
28042026 040000	125,23	125,18	125,22	125,18	884
28042026 050000	125,24	125,18	125,18	125,24	2244
28042026 060000	125,25	125,22	125,23	125,25	884
28042026 070000	125,25	125,18	125,25	125,21	2679
28042026 080000	125,26	125,16	125,20	125,20	27714
28042026 090000	125,22	125,12	125,19	125,21	84524
28042026 100000	125,21	124,87	125,21	125,12	215656
28042026 110000	125,15	125,06	125,12	125,13	99050
28042026 120000	125,23	125,13	125,13	125,18	82152
28042026 130000	125,18	124,90	125,17	124,97	156370
28042026 140000	125,05	124,84	124,98	125,02	181240
28042026 150000	125,15	124,99	125,02	125,07	122586
28042026 160000	125,09	124,94	125,08	125,09	145212
28042026 170000	125,15	124,99	125,09	125,05	92857
28042026 180000	125,07	125,00	125,05	125,03	25381
28042026 190000	125,04	124,96	125,04	124,96	10268
28042026 200000	125,01	124,95	124,96	125,00	7281
28042026 210000	125,02	124,98	125,00	125,01	3624
28042026 220000	125,01	125,01	125,01	125,01	1
29042026 020000	125,07	125,00	125,03	125,03	1390
29042026 030000	125,05	124,92	125,03	125,02	2072
29042026 040000	125,11	125,02	125,02	125,08	1572
29042026 050000	125,12	125,07	125,07	125,12	1241
29042026 060000	125,13	125,09	125,12	125,09	589
29042026 070000	125,10	125,04	125,09	125,07	2865
29042026 080000	125,14	125,03	125,07	125,11	29943
29042026 090000	125,16	124,92	125,11	124,95	75097
29042026 100000	125,07	124,84	124,95	124,90	134843
29042026 110000	124,96	124,78	124,90	124,80	140263
29042026 120000	125,02	124,78	124,79	124,98	86129
29042026 130000	125,03	124,92	124,98	124,96	65465
29042026 140000	124,99	124,90	124,96	124,95	69209
29042026 150000	125,03	124,69	124,95	124,77	148819
29042026 160000	124,87	124,77	124,77	124,80	113608
29042026 170000	124,81	124,53	124,80	124,61	147086
29042026 180000	124,69	124,57	124,61	124,64	45403
29042026 190000	124,67	124,60	124,64	124,64	20393
29042026 200000	124,66	124,47	124,64	124,56	27533
29042026 210000	124,62	124,52	124,56	124,55	9852
30042026 020000	124,59	124,53	124,53	124,57	3055
30042026 030000	124,61	124,56	124,56	124,61	2134
30042026 040000	124,62	124,50	124,61	124,53	2580
30042026 050000	124,53	124,46	124,52	124,51	1512
30042026 060000	124,51	124,40	124,51	124,44	2668
30042026 070000	124,50	124,42	124,45	124,48	3137
30042026 080000	124,57	124,41	124,47	124,52	36093
30042026 090000	124,69	124,49	124,51	124,64	101093
30042026 100000	124,70	124,61	124,64	124,64	89497
30042026 110000	124,80	124,59	124,64	124,78	113635
30042026 120000	124,87	124,78	124,78	124,87	88235
30042026 130000	125,05	124,87	124,87	125,02	116647
30042026 140000	125,24	124,98	125,01	125,17	137337
30042026 150000	125,29	125,13	125,17	125,21	168991
30042026 160000	125,42	125,19	125,22	125,36	280607
30042026 170000	125,46	125,29	125,36	125,31	292439
30042026 180000	125,36	125,29	125,31	125,31	36280
30042026 190000	125,36	125,29	125,31	125,33	9216
30042026 200000	125,35	125,26	125,33	125,28	11125
30042026 210000	125,36	125,23	125,28	125,27	11584
04052026 020000	125,51	125,40	125,43	125,50	4749
04052026 030000	125,51	125,41	125,51	125,42	2273
04052026 040000	125,42	125,36	125,42	125,38	817
04052026 050000	125,39	125,34	125,38	125,37	811
04052026 060000	125,39	125,34	125,37	125,35	743
04052026 070000	125,47	125,35	125,36	125,42	6158
04052026 080000	125,45	125,18	125,43	125,19	38634
04052026 090000	125,20	125,09	125,19	125,14	61185
04052026 100000	125,21	125,11	125,14	125,13	56119
04052026 110000	125,16	125,07	125,12	125,09	37718
04052026 120000	125,11	124,82	125,10	124,95	156651
04052026 130000	125,11	124,95	124,96	125,10	61442
04052026 140000	125,27	125,10	125,10	125,20	69387
04052026 150000	125,31	125,09	125,20	125,10	95742
04052026 160000	125,20	125,04	125,09	125,04	63145
04052026 170000	125,08	124,76	125,03	124,81	132663
04052026 180000	124,84	124,68	124,82	124,79	60292
04052026 190000	124,92	124,78	124,80	124,89	12626
04052026 200000	124,92	124,82	124,89	124,87	9609
04052026 210000	124,95	124,87	124,88	124,88	12155
05052026 020000	124,92	124,88	124,91	124,88	1217
05052026 030000	124,92	124,85	124,89	124,91	1305
05052026 040000	124,94	124,90	124,91	124,92	1055
05052026 050000	124,94	124,90	124,92	124,92	585
05052026 060000	124,96	124,90	124,92	124,91	2490
05052026 070000	124,99	124,88	124,92	124,95	2792
05052026 080000	125,01	124,85	124,96	124,95	32836
05052026 090000	125,03	124,88	124,95	124,95	81883
05052026 100000	125,09	124,95	124,95	125,04	83172
05052026 110000	125,08	124,96	125,05	124,99	61851
05052026 120000	125,01	124,86	124,99	124,87	65066
05052026 130000	124,88	124,74	124,87	124,80	87644
05052026 140000	124,99	124,75	124,79	124,87	102269
05052026 150000	124,95	124,85	124,87	124,91	90395
05052026 160000	125,04	124,86	124,92	124,92	141644
05052026 170000	125,08	124,91	124,93	125,05	169774
05052026 180000	125,11	125,02	125,06	125,04	58754
05052026 190000	125,08	125,03	125,04	125,06	9851
05052026 200000	125,08	125,04	125,06	125,06	5758
05052026 210000	125,06	125,02	125,06	125,05	5909
06052026 020000	125,16	125,08	125,16	125,13	3423
06052026 030000	125,19	125,12	125,14	125,17	1400
06052026 040000	125,17	125,12	125,16	125,13	669
06052026 050000	125,26	125,12	125,13	125,21	5662
06052026 060000	125,28	125,20	125,21	125,24	1884
06052026 070000	125,35	125,20	125,25	125,33	4871
06052026 080000	125,39	125,29	125,33	125,33	43120
06052026 090000	125,53	125,26	125,34	125,53	118011
06052026 100000	125,88	125,43	125,52	125,78	222450
06052026 110000	125,81	125,63	125,79	125,75	167880
06052026 120000	126,05	125,70	125,75	125,98	194269
06052026 130000	125,99	125,73	125,97	125,73	200219
06052026 140000	125,77	125,57	125,72	125,76	193708
06052026 150000	125,82	125,66	125,75	125,75	133887
06052026 160000	125,82	125,68	125,75	125,78	152642
06052026 170000	125,79	125,67	125,77	125,71	130826
06052026 180000	125,78	125,65	125,70	125,70	46072
06052026 190000	125,76	125,68	125,69	125,73	9160
06052026 200000	125,76	125,73	125,73	125,73	5897
06052026 210000	125,80	125,73	125,73	125,77	6354
07052026 020000	125,79	125,69	125,79	125,74	2985
07052026 030000	125,85	125,73	125,74	125,79	2042
07052026 040000	125,80	125,74	125,79	125,75	930
07052026 050000	125,76	125,71	125,75	125,72	733
07052026 060000	125,77	125,70	125,71	125,74	875
07052026 070000	125,77	125,69	125,75	125,73	5173
07052026 080000	126,12	125,74	125,74	125,97	62503
07052026 090000	126,07	125,85	125,96	125,93	139403
07052026 100000	125,98	125,77	125,93	125,80	159669
07052026 110000	125,83	125,73	125,80	125,78	105630
07052026 120000	125,87	125,77	125,77	125,84	65518
07052026 130000	125,96	125,84	125,84	125,93	52919
07052026 140000	126,14	125,87	125,93	126,11	111135
07052026 150000	126,11	125,86	126,10	125,94	147075
07052026 160000	125,94	125,81	125,94	125,88	101699
07052026 170000	125,88	125,68	125,87	125,70	148272
07052026 180000	125,70	125,58	125,70	125,60	56037
07052026 190000	125,62	125,40	125,61	125,54	43053
07052026 200000	125,58	125,47	125,54	125,56	17087
07052026 210000	125,58	125,46	125,56	125,51	16789
08052026 020000	125,59	125,51	125,56	125,59	2140
08052026 030000	125,61	125,58	125,59	125,59	1533
08052026 040000	125,59	125,52	125,59	125,55	1996
08052026 050000	125,57	125,53	125,55	125,55	1299
08052026 060000	125,57	125,50	125,54	125,56	2047
08052026 070000	125,62	125,55	125,57	125,59	4774
08052026 080000	125,68	125,54	125,60	125,63	24363
08052026 090000	125,65	125,51	125,63	125,58	70022
08052026 100000	125,72	125,51	125,58	125,69	96869
08052026 110000	125,73	125,58	125,69	125,63	70342
08052026 120000	125,69	125,61	125,63	125,68	55469
08052026 130000	125,70	125,57	125,68	125,64	65934
08052026 140000	125,78	125,57	125,65	125,71	98836
08052026 150000	125,83	125,66	125,71	125,78	100271
08052026 160000	125,81	125,70	125,78	125,72	77851
08052026 170000	125,73	125,64	125,71	125,67	73891
08052026 180000	125,71	125,66	125,68	125,67	20596
08052026 190000	125,72	125,68	125,68	125,71	4917
08052026 200000	125,76	125,70	125,70	125,71	9630
08052026 210000	125,76	125,68	125,71	125,74	3539
11052026 020000	125,53	125,37	125,49	125,46	4202
11052026 030000	125,49	125,44	125,46	125,45	2643
11052026 040000	125,48	125,42	125,45	125,44	970
11052026 050000	125,44	125,41	125,44	125,42	1140
11052026 060000	125,44	125,39	125,43	125,39	1322
11052026 070000	125,42	125,37	125,38	125,40	2898
11052026 080000	125,58	125,35	125,41	125,56	35696
11052026 090000	125,61	125,47	125,56	125,51	70782
11052026 100000	125,62	125,50	125,52	125,51	61108
11052026 110000	125,52	125,38	125,51	125,39	63838
11052026 120000	125,51	125,37	125,38	125,44	90800
11052026 130000	125,47	125,36	125,43	125,38	47160
11052026 140000	125,46	125,32	125,39	125,38	88566
11052026 150000	125,47	125,38	125,38	125,43	80386
11052026 160000	125,42	125,27	125,42	125,29	94345
11052026 170000	125,35	125,26	125,30	125,32	97120
11052026 180000	125,33	125,18	125,32	125,21	25826
11052026 190000	125,23	125,19	125,21	125,22	4584
11052026 200000	125,24	125,19	125,22	125,19	5647
11052026 210000	125,20	125,18	125,18	125,19	4715
12052026 020000	125,20	125,12	125,18	125,13	2616
12052026 030000	125,14	125,05	125,13	125,08	3743
12052026 040000	125,09	125,06	125,08	125,08	507
12052026 050000	125,09	125,07	125,07	125,08	1020
12052026 060000	125,09	125,07	125,08	125,07	1035
12052026 070000	125,10	125,04	125,06	125,06	3256
12052026 080000	125,06	124,84	125,06	124,86	47714
12052026 090000	124,92	124,81	124,86	124,81	101366
12052026 100000	124,88	124,76	124,81	124,87	120554
12052026 110000	124,87	124,79	124,86	124,86	102945
12052026 120000	124,95	124,84	124,86	124,94	103157
12052026 130000	124,97	124,79	124,93	124,81	89490
12052026 140000	124,91	124,75	124,81	124,84	165086
12052026 150000	124,86	124,69	124,84	124,73	135582
12052026 160000	124,79	124,69	124,73	124,76	110085
12052026 170000	124,82	124,72	124,76	124,74	106226
12052026 180000	124,74	124,68	124,73	124,72	35588
12052026 190000	124,75	124,68	124,72	124,70	10261
12052026 200000	124,70	124,64	124,69	124,66	11405
12052026 210000	124,69	124,65	124,66	124,65	6687
13052026 020000	124,68	124,59	124,60	124,68	1688
13052026 030000	124,70	124,67	124,69	124,68	1154
13052026 040000	124,72	124,69	124,69	124,71	1571
13052026 050000	124,75	124,70	124,70	124,72	2869
13052026 060000	124,76	124,73	124,73	124,75	1279
13052026 070000	124,76	124,72	124,75	124,72	3991
13052026 080000	124,84	124,70	124,71	124,82	28237
13052026 090000	124,87	124,79	124,82	124,81	71051
13052026 100000	124,83	124,77	124,81	124,79	80994
13052026 110000	124,82	124,73	124,79	124,79	94518
13052026 120000	124,83	124,68	124,79	124,71	76762
13052026 130000	124,73	124,63	124,70	124,70	87122
13052026 140000	124,76	124,57	124,70	124,68	133564
13052026 150000	124,75	124,65	124,69	124,70	116566
13052026 160000	124,71	124,61	124,70	124,66	90582
13052026 170000	124,75	124,62	124,65	124,74	104533
13052026 180000	124,91	124,72	124,73	124,84	55162
13052026 190000	124,85	124,81	124,84	124,82	6129
13052026 200000	124,83	124,80	124,82	124,82	4379
13052026 210000	124,87	124,82	124,82	124,85	9796
14052026 020000	124,96	124,84	124,84	124,96	2029
14052026 030000	124,97	124,93	124,95	124,93	1233
14052026 040000	124,96	124,92	124,94	124,92	925
14052026 050000	124,95	124,91	124,93	124,91	818
14052026 060000	124,91	124,87	124,91	124,88	840
14052026 070000	124,88	124,81	124,88	124,82	2343
14052026 080000	125,03	124,80	124,82	124,92	34653
14052026 090000	125,00	124,80	124,92	124,84	93227
14052026 100000	124,97	124,82	124,83	124,93	59162
14052026 110000	125,07	124,91	124,93	125,01	82611
14052026 120000	125,09	124,97	125,01	125,04	83226
14052026 130000	125,17	125,01	125,04	125,10	73872
14052026 140000	125,21	125,10	125,10	125,21	82062
14052026 150000	125,29	125,17	125,21	125,21	87805
14052026 160000	125,29	125,10	125,21	125,28	78237
14052026 170000	125,31	125,21	125,27	125,31	89847
14052026 180000	125,34	125,26	125,31	125,28	36335
14052026 190000	125,30	125,25	125,28	125,25	6752
14052026 200000	125,25	125,16	125,25	125,18	8130
14052026 210000	125,17	125,03	125,17	125,04	9476
15052026 020000	125,03	124,95	124,99	124,96	5282
15052026 030000	124,98	124,79	124,96	124,81	7848
15052026 040000	124,87	124,80	124,81	124,84	2550
15052026 050000	124,86	124,79	124,84	124,82	2535
15052026 060000	124,82	124,65	124,82	124,71	8437
15052026 070000	124,74	124,65	124,71	124,73	10508
15052026 080000	124,77	124,68	124,72	124,76	49309
15052026 090000	124,88	124,75	124,75	124,82	82712
15052026 100000	124,82	124,65	124,82	124,68	96555
15052026 110000	124,68	124,53	124,68	124,55	97908
15052026 120000	124,73	124,54	124,55	124,67	115162
15052026 130000	124,68	124,47	124,66	124,49	62546
15052026 140000	124,50	124,37	124,48	124,40	118829
15052026 150000	124,44	124,24	124,41	124,26	123658
15052026 160000	124,38	124,23	124,26	124,33	121037
15052026 170000	124,32	124,06	124,32	124,12	132291
15052026 180000	124,13	124,05	124,12	124,06	34243
15052026 190000	124,08	124,02	124,05	124,03	18039
15052026 200000	124,04	123,98	124,03	124,01	10273
15052026 210000	124,02	123,92	124,02	123,94	10508
18052026 020000	124,02	123,87	123,90	123,88	3365
18052026 030000	123,91	123,74	123,89	123,77	8771
18052026 040000	123,78	123,74	123,76	123,78	2748
18052026 050000	123,81	123,76	123,78	123,80	2178
18052026 060000	123,84	123,79	123,80	123,82	2428
18052026 070000	123,90	123,81	123,82	123,88	5972
18052026 080000	124,02	123,87	123,88	123,98	38874
18052026 090000	124,10	123,84	123,98	124,08	132121
18052026 100000	124,20	124,05	124,08	124,16	94882
18052026 110000	124,16	124,04	124,15	124,05	91388
18052026 120000	124,07	123,98	124,05	124,04	60905
18052026 130000	124,27	123,95	124,04	124,20	125430
18052026 140000	124,48	124,13	124,19	124,40	158957
18052026 150000	124,54	124,33	124,40	124,49	159636
18052026 160000	124,50	124,22	124,49	124,27	128335
18052026 170000	124,35	124,14	124,27	124,32	157210
18052026 180000	124,38	124,21	124,32	124,28	41982
18052026 190000	124,34	124,24	124,28	124,30	8647
18052026 200000	124,29	124,11	124,29	124,13	15526
18052026 210000	124,44	124,12	124,13	124,34	37057
19052026 020000	124,39	124,32	124,39	124,34	3303
19052026 030000	124,40	124,31	124,34	124,33	2553
19052026 040000	124,34	124,30	124,33	124,31	981
19052026 050000	124,32	124,27	124,30	124,28	1186
19052026 060000	124,29	124,23	124,27	124,26	1996
19052026 070000	124,26	124,19	124,25	124,19	3701
19052026 080000	124,35	124,18	124,19	124,31	23654
19052026 090000	124,41	124,26	124,30	124,38	73270
19052026 100000	124,40	124,25	124,37	124,32	70708
19052026 110000	124,33	124,20	124,31	124,23	79400
19052026 120000	124,24	124,07	124,23	124,18	103519
19052026 130000	124,19	124,10	124,18	124,12	88074
19052026 140000	124,20	124,10	124,11	124,16	120337
19052026 150000	124,19	123,82	124,16	124,01	241085
19052026 160000	124,10	123,86	124,01	123,89	191751
19052026 170000	124,04	123,89	123,90	123,90	108232
19052026 180000	123,99	123,81	123,90	123,95	43405
19052026 190000	124,01	123,94	123,95	123,99	17504
19052026 200000	124,02	123,83	123,99	123,88	15686
19052026 210000	123,96	123,88	123,88	123,93	6190
20052026 020000	124,05	123,96	124,00	124,00	2692
20052026 030000	124,01	123,86	123,99	123,96	4325
