data	open	high	low	close	volume
2023-01-02 08:00:00	13893.8	14066.3	13889.8	14043.2	2371590
2023-01-02 11:40:00	14043.2	14075.3	14017.7	14042.2	2122920
2023-01-02 15:20:00	14042.2	14097.8	14024.9	14051.6	2486120
2023-01-03 08:00:00	14004.8	14294.8	13990.1	14246.8	6277380
2023-01-03 11:40:00	14247.3	14268.8	14139.8	14247.3	9174780
2023-01-03 15:20:00	14246.8	14288.8	14143.1	14160.8	20009050
2023-01-04 08:00:00	14237.3	14383.8	14218.1	14342.8	5766120
2023-01-04 11:40:00	14343.8	14474.8	14341.3	14458.7	7885620
2023-01-04 15:20:00	14459.3	14506.7	14398.8	14478.2	18308940
2023-01-05 08:00:00	14441.3	14476.9	14423.7	14467.8	3950700
2023-01-05 11:40:00	14468.2	14499.8	14413.8	14439.8	6881350
2023-01-05 15:20:00	14440.3	14499.8	14402.2	14448.7	12259810
2023-01-06 08:00:00	14516.2	14531.7	14385.3	14440.3	3608340
2023-01-06 11:40:00	14440.2	14519.9	14418.3	14458.3	8663930
2023-01-06 15:20:00	14458.2	14622.2	14437.8	14594.3	15418290
2023-01-09 08:00:00	14694.3	14701.7	14624.7	14650.3	3893460
2023-01-09 11:40:00	14650.3	14750.9	14643.3	14742.8	5199880
2023-01-09 15:20:00	14742.2	14830.8	14740.7	14789.2	10591320
2023-01-10 08:00:00	14712.3	14764.3	14692.7	14744.3	3881910
2023-01-10 11:40:00	14744.8	14773.9	14707.2	14755.4	5842500
2023-01-10 15:20:00	14755.8	14804.2	14739.8	14797.1	12690360
2023-01-11 08:00:00	14830.3	14926.3	14794.3	14904.2	4245150
2023-01-11 11:40:00	14904.8	14949.9	14892.8	14924.8	4982640
2023-01-11 15:20:00	14925.3	14970.2	14908.8	14969.2	9281240
2023-01-12 08:00:00	14978.7	15048.3	14960.2	15025.4	3791550
2023-01-12 11:40:00	15025.2	15094.8	14947.2	15019.2	10225670
2023-01-12 15:20:00	15018.8	15117.3	14970.8	15104.7	15378700
2023-01-13 08:00:00	15078.8	15129.8	15050.4	15121.3	4131780
2023-01-13 11:40:00	15121.8	15125.4	15036.3	15056.3	6958900
2023-01-13 15:20:00	15056.9	15133.8	15041.9	15100.2	10568040
2023-01-16 08:00:00	15133.8	15135.7	15080.8	15104.9	3102690
2023-01-16 11:40:00	15104.7	15153.4	15103.8	15133.3	3161940
2023-01-16 15:20:00	15133.9	15151.8	15114.7	15116.2	3605490
2023-01-17 08:00:00	15095.3	15173.8	15079.8	15101.3	3764340
2023-01-17 11:40:00	15101.7	15147.8	15101.3	15134.8	5129370
