27/02/2026 08:00:00	122,80	122,64	122,76	122,65	13923
27/02/2026 09:00:00	122,65	122,57	122,65	122,59	31049
27/02/2026 10:00:00	122,66	122,59	122,60	122,60	34280
27/02/2026 11:00:00	122,67	122,59	122,60	122,66	24106
27/02/2026 12:00:00	122,67	122,63	122,65	122,64	22508
27/02/2026 13:00:00	122,67	122,63	122,64	122,66	15979
27/02/2026 14:00:00	122,69	122,59	122,65	122,63	33089
27/02/2026 15:00:00	122,70	122,61	122,62	122,68	38967
27/02/2026 16:00:00	122,76	122,66	122,67	122,75	36439
27/02/2026 17:00:00	122,96	122,75	122,75	122,94	74205
27/02/2026 18:00:00	122,95	122,90	122,94	122,91	8731
27/02/2026 19:00:00	122,91	122,91	122,91	122,91	10
02/03/2026 08:00:00	122,87	122,63	122,81	122,64	32045
02/03/2026 09:00:00	122,68	122,50	122,64	122,61	65863
02/03/2026 10:00:00	122,65	122,55	122,62	122,55	40457
02/03/2026 11:00:00	122,69	122,54	122,55	122,67	31156
02/03/2026 12:00:00	122,71	122,51	122,66	122,51	27916
02/03/2026 13:00:00	122,52	122,18	122,52	122,23	49684
02/03/2026 14:00:00	122,26	122,06	122,23	122,18	53486
02/03/2026 15:00:00	122,29	122,17	122,18	122,27	44960
02/03/2026 16:00:00	122,28	122,15	122,26	122,19	44231
02/03/2026 17:00:00	122,25	122,07	122,20	122,17	38431
02/03/2026 18:00:00	122,22	122,15	122,17	122,21	8362
02/03/2026 19:00:00	122,20	122,19	122,19	122,19	5
03/03/2026 08:00:00	121,90	121,50	121,84	121,58	32131
03/03/2026 09:00:00	121,62	121,24	121,57	121,41	82577
03/03/2026 10:00:00	121,40	121,05	121,40	121,12	76780
03/03/2026 11:00:00	121,17	120,84	121,11	120,93	111473
03/03/2026 12:00:00	121,10	120,76	120,93	121,02	73166
03/03/2026 13:00:00	121,27	120,92	121,01	121,11	64110
03/03/2026 14:00:00	121,14	120,89	121,11	120,95	64137
03/03/2026 15:00:00	121,00	120,70	120,94	120,81	70504
03/03/2026 16:00:00	120,99	120,76	120,80	120,87	67999
03/03/2026 17:00:00	121,30	120,82	120,87	121,28	61917
03/03/2026 18:00:00	121,31	121,09	121,27	121,14	8295
03/03/2026 19:00:00	121,12	121,12	121,12	121,12	1
04/03/2026 08:00:00	121,02	120,54	120,79	121,00	22662
04/03/2026 09:00:00	121,05	120,74	121,00	120,91	70350
04/03/2026 10:00:00	121,19	120,87	120,91	121,09	66865
04/03/2026 11:00:00	121,60	121,04	121,09	121,38	72741
04/03/2026 12:00:00	121,53	121,26	121,38	121,32	39430
04/03/2026 13:00:00	121,42	121,25	121,33	121,32	23320
04/03/2026 14:00:00	121,51	121,29	121,32	121,36	39819
04/03/2026 15:00:00	121,43	121,25	121,35	121,31	41263
04/03/2026 16:00:00	121,40	121,28	121,31	121,39	27442
04/03/2026 17:00:00	121,59	121,39	121,39	121,50	21590
04/03/2026 18:00:00	121,53	121,42	121,50	121,44	3435
04/03/2026 19:00:00	121,44	121,44	121,44	121,44	1
05/03/2026 08:00:00	121,21	120,99	121,15	121,02	1531
05/03/2026 09:00:00	121,02	120,85	121,01	120,97	2504
05/03/2026 10:00:00	121,52	120,98	120,98	121,12	3284
05/03/2026 11:00:00	121,15	120,99	121,13	121,01	740
05/03/2026 12:00:00	121,06	120,82	121,01	120,84	1158
05/03/2026 13:00:00	120,99	120,65	120,83	120,69	1078
05/03/2026 14:00:00	120,74	120,63	120,69	120,72	431
05/03/2026 15:00:00	120,71	120,46	120,68	120,59	616
05/03/2026 16:00:00	120,68	120,40	120,62	120,60	321
05/03/2026 17:00:00	120,59	120,20	120,59	120,28	376
05/03/2026 18:00:00	120,32	120,23	120,28	120,23	52
06/03/2026 08:00:00	119,57	119,30	119,40	119,43	23973
06/03/2026 09:00:00	119,46	119,19	119,44	119,26	74865
06/03/2026 10:00:00	119,32	118,89	119,26	119,01	99122
06/03/2026 11:00:00	119,21	119,01	119,02	119,12	66174
06/03/2026 12:00:00	119,12	118,86	119,12	118,93	78435
06/03/2026 13:00:00	118,93	118,73	118,92	118,79	62193
06/03/2026 14:00:00	119,13	118,49	118,80	118,51	85528
06/03/2026 15:00:00	118,63	118,27	118,51	118,42	107186
06/03/2026 16:00:00	118,85	118,40	118,41	118,70	90113
06/03/2026 17:00:00	118,93	118,55	118,69	118,81	49132
06/03/2026 18:00:00	118,88	118,65	118,81	118,81	11645
09/03/2026 08:00:00	117,84	117,42	117,62	117,46	52890
09/03/2026 09:00:00	118,09	117,44	117,46	117,94	91617
09/03/2026 10:00:00	118,32	117,90	117,94	118,14	93890
09/03/2026 11:00:00	118,17	117,88	118,14	118,02	54988
09/03/2026 12:00:00	118,18	117,99	118,02	118,03	50695
09/03/2026 13:00:00	118,22	117,96	118,03	118,05	51234
09/03/2026 14:00:00	118,49	118,06	118,06	118,37	84252
09/03/2026 15:00:00	118,58	118,11	118,37	118,55	86669
09/03/2026 16:00:00	118,85	118,55	118,55	118,81	73999
09/03/2026 17:00:00	118,97	118,65	118,81	118,87	53579
09/03/2026 18:00:00	118,87	118,69	118,87	118,76	11263
09/03/2026 19:00:00	118,77	118,77	118,77	118,77	2
10/03/2026 08:00:00	119,93	119,30	119,35	119,93	54465
10/03/2026 09:00:00	119,93	119,41	119,93	119,51	100260
10/03/2026 10:00:00	119,73	119,47	119,51	119,49	63319
10/03/2026 11:00:00	119,52	119,15	119,50	119,35	64502
10/03/2026 12:00:00	119,60	119,24	119,36	119,29	65822
10/03/2026 13:00:00	119,39	119,11	119,29	119,37	53169
10/03/2026 14:00:00	119,55	119,33	119,37	119,33	55516
10/03/2026 15:00:00	119,75	119,28	119,34	119,71	51005
10/03/2026 16:00:00	119,82	119,68	119,72	119,78	40476
10/03/2026 17:00:00	119,79	119,58	119,78	119,67	39582
10/03/2026 18:00:00	120,02	119,63	119,66	119,80	16926
10/03/2026 19:00:00	119,80	119,80	119,80	119,80	1
11/03/2026 08:00:00	119,49	118,96	119,49	119,21	32990
11/03/2026 09:00:00	119,27	118,87	119,21	118,89	68545
11/03/2026 10:00:00	118,89	118,64	118,89	118,67	48655
11/03/2026 11:00:00	119,02	118,66	118,67	118,97	59398
11/03/2026 12:00:00	119,09	118,75	118,98	118,80	56253
11/03/2026 13:00:00	118,82	118,45	118,79	118,56	51280
11/03/2026 14:00:00	118,79	118,55	118,56	118,76	57399
11/03/2026 15:00:00	119,00	118,56	118,76	118,64	73086
11/03/2026 16:00:00	118,66	118,39	118,63	118,44	47434
11/03/2026 17:00:00	118,55	118,33	118,44	118,39	48959
11/03/2026 18:00:00	118,43	118,26	118,39	118,40	11775
12/03/2026 08:00:00	118,23	117,98	118,08	118,20	30864
12/03/2026 09:00:00	118,37	118,12	118,19	118,17	48242
12/03/2026 10:00:00	118,45	118,14	118,17	118,29	66860
12/03/2026 11:00:00	118,35	118,18	118,29	118,26	56035
12/03/2026 12:00:00	118,40	118,19	118,25	118,20	37634
12/03/2026 13:00:00	118,22	118,02	118,20	118,07	36962
12/03/2026 14:00:00	118,13	117,78	118,08	117,90	77536
12/03/2026 15:00:00	118,00	117,72	117,90	117,77	65895
12/03/2026 16:00:00	117,93	117,51	117,77	117,88	89297
12/03/2026 17:00:00	117,95	117,64	117,88	117,69	51603
12/03/2026 18:00:00	117,83	117,62	117,69	117,65	8057
12/03/2026 19:00:00	117,64	117,64	117,64	117,64	2
13/03/2026 08:00:00	117,47	117,16	117,43	117,24	25253
