pnl,dir,src,ts,ix_e,ix_x,cumul,year
-0.49,SHORT,RSI+BB,2024-04-12 14:00:00,21161,21165,-4.269999999999999,2024
0.49,SHORT,RSI+BB,2024-04-15 08:00:00,21166,21173,-3.7799999999999985,2024
-0.97,LONG,RSI+BB,2024-04-16 15:00:00,21174,21194,-4.749999999999998,2024
0.48,LONG,RSI+BB,2024-04-17 15:00:00,21195,21208,-4.269999999999998,2024
0.42,SHORT,RSI+BB,2024-04-18 15:00:00,21213,21222,-3.849999999999998,2024
-0.2,LONG,RSI+BB,2024-04-18 18:00:00,21223,21225,-4.049999999999998,2024
0.42,LONG,RSI+BB,2024-04-22 16:00:00,21246,21251,-3.629999999999998,2024
0.42,LONG,RSI+BB,2024-04-23 15:00:00,21263,21264,-3.209999999999998,2024
-0.27,LONG,RSI+BB,2024-04-24 13:00:00,21272,21276,-3.479999999999998,2024
-0.4,LONG,RSI+BB,2024-04-24 16:00:00,21277,21279,-3.879999999999998,2024
-0.41,LONG,RSI+BB,2024-04-25 15:00:00,21280,21292,-4.289999999999998,2024
0.4,LONG,RSI+BB,2024-04-26 08:00:00,21293,21299,-3.8899999999999983,2024
0.37,SHORT,RSI+BB,2024-04-30 12:00:00,21316,21331,-3.5199999999999982,2024
0.39,LONG,RSI+BB,2024-05-02 08:00:00,21334,21341,-3.129999999999998,2024
0.42,SHORT,RSI+BB,2024-05-02 15:00:00,21343,21348,-2.709999999999998,2024
0.43,SHORT,RSI+BB,2024-05-03 16:00:00,21362,21363,-2.279999999999998,2024
-0.44,SHORT,RSI+BB,2024-05-07 17:00:00,21370,21392,-2.719999999999998,2024
-0.2,LONG,RSI+BB,2024-05-09 08:00:00,21401,21411,-2.919999999999998,2024
-0.32,LONG,RSI+BB,2024-05-10 15:00:00,21412,21432,-3.239999999999998,2024
0.33,LONG,RSI+BB,2024-05-13 15:00:00,21434,21446,-2.909999999999998,2024
-0.29,LONG,RSI+BB,2024-05-14 17:00:00,21459,21462,-3.199999999999998,2024
0.33,LONG,RSI+BB,2024-05-15 08:00:00,21463,21467,-2.869999999999998,2024
-0.19,SHORT,RSI+BB,2024-05-15 11:00:00,21469,21470,-3.059999999999998,2024
-0.34,SHORT,RSI+BB,2024-05-16 08:00:00,21474,21481,-3.3999999999999977,2024
-0.7,LONG,RSI+BB,2024-05-22 08:00:00,21497,21537,-4.099999999999998,2024
0.3,LONG,RSI+BB,2024-05-22 10:00:00,21538,21539,-3.799999999999998,2024
-0.03,LONG,RSI+BB,2024-05-23 11:00:00,21553,21554,-3.829999999999998,2024
0.38,LONG,RSI+BB,2024-05-27 14:00:00,21559,21585,-3.449999999999998,2024
0.36,SHORT,RSI+BB,2024-05-28 16:00:00,21586,21601,-3.089999999999998,2024
-0.22,LONG,RSI+BB,2024-05-28 19:00:00,21602,21604,-3.3099999999999983,2024
-0.34,LONG,RSI+BB,2024-05-29 14:00:00,21605,21613,-3.649999999999998,2024
0.33,SHORT,RSI+BB,2024-05-31 10:00:00,21631,21637,-3.319999999999998,2024
-0.16,LONG,RSI+BB,2024-05-31 12:00:00,21638,21639,-3.479999999999998,2024
-0.37,SHORT,RSI+BB,2024-06-04 09:00:00,21658,21664,-3.8499999999999983,2024
-0.36,SHORT,RSI+BB,2024-06-04 16:00:00,21665,21671,-4.209999999999998,2024
-0.39,SHORT,RSI+BB,2024-06-05 14:00:00,21678,21683,-4.599999999999998,2024
0.39,SHORT,RSI+BB,2024-06-06 14:00:00,21686,21697,-4.209999999999998,2024
-1.0,LONG,RSI+BB,2024-06-10 10:00:00,21698,21721,-5.209999999999998,2024
0.4,LONG,RSI+BB,2024-06-11 16:00:00,21722,21741,-4.809999999999998,2024
-1.05,SHORT,RSI+BB,2024-06-12 14:00:00,21742,21753,-5.859999999999998,2024
-0.26,SHORT,RSI+BB,2024-06-12 17:00:00,21754,21756,-6.119999999999997,2024
-0.04,SHORT,RSI+BB,2024-06-12 19:00:00,21757,21758,-6.1599999999999975,2024
-0.43,SHORT,RSI+BB,2024-06-13 17:00:00,21768,21770,-6.589999999999997,2024
-0.45,SHORT,RSI+BB,2024-06-14 08:00:00,21771,21775,-7.039999999999997,2024
-0.47,SHORT,RSI+BB,2024-06-14 11:00:00,21776,21778,-7.509999999999997,2024
0.48,SHORT,RSI+BB,2024-06-17 13:00:00,21779,21794,-7.029999999999998,2024
0.48,LONG,RSI+BB,2024-06-18 14:00:00,21795,21809,-6.549999999999997,2024
0.42,SHORT,RSI+BB,2024-06-19 13:00:00,21818,21822,-6.129999999999997,2024
0.37,LONG,RSI+BB,2024-06-21 08:00:00,21834,21845,-5.759999999999997,2024
0.38,SHORT,RSI+BB,2024-06-21 16:00:00,21847,21853,-5.379999999999997,2024
0.37,LONG,RSI+BB,2024-06-25 12:00:00,21863,21877,-5.009999999999997,2024
0.34,SHORT,RSI+BB,2024-06-26 08:00:00,21878,21887,-4.669999999999997,2024
-0.33,LONG,RSI+BB,2024-06-27 08:00:00,21890,21901,-4.999999999999997,2024
0.31,LONG,RSI+BB,2024-06-27 14:00:00,21903,21907,-4.689999999999998,2024
-0.21,LONG,RSI+BB,2024-06-28 16:00:00,21918,21923,-4.899999999999998,2024
-0.03,LONG,RSI+BB,2024-06-28 18:00:00,21924,21925,-4.929999999999998,2024
-0.34,LONG,RSI+BB,2024-07-01 08:00:00,21926,21929,-5.269999999999998,2024
-0.36,LONG,RSI+BB,2024-07-01 10:00:00,21930,21931,-5.629999999999998,2024
-0.38,LONG,RSI+BB,2024-07-01 20:00:00,21932,21941,-6.009999999999998,2024
0.36,SHORT,RSI+BB,2024-07-04 11:00:00,21966,21974,-5.649999999999998,2024
-0.21,SHORT,RSI+BB,2024-07-05 16:00:00,21992,21993,-5.859999999999998,2024
-0.0,SHORT,RSI+BB,2024-07-05 18:00:00,21994,21995,-5.859999999999998,2024
0.31,LONG,RSI+BB,2024-07-10 11:00:00,22015,22030,-5.549999999999998,2024
0.29,SHORT,RSI+BB,2024-07-11 08:00:00,22032,22041,-5.259999999999998,2024
0.28,LONG,RSI+BB,2024-07-11 14:00:00,22044,22047,-4.979999999999998,2024
0.34,SHORT,RSI+BB,2024-07-12 14:00:00,22048,22061,-4.639999999999998,2024
0.32,SHORT,RSI+BB,2024-07-15 13:00:00,22071,22074,-4.319999999999998,2024
-0.32,SHORT,RSI+BB,2024-07-16 13:00:00,22084,22088,-4.639999999999998,2024
0.32,SHORT,RSI+BB,2024-07-18 14:00:00,22089,22117,-4.319999999999998,2024
-0.3,LONG,RSI+BB,2024-07-22 17:00:00,22127,22134,-4.619999999999997,2024
0.31,LONG,RSI+BB,2024-07-23 11:00:00,22135,22142,-4.309999999999998,2024
0.29,SHORT,RSI+BB,2024-07-24 19:00:00,22154,22164,-4.019999999999998,2024
0.32,LONG,RSI+BB,2024-07-25 09:00:00,22165,22168,-3.699999999999998,2024
-0.11,SHORT,RSI+BB,2024-07-29 08:00:00,22189,22195,-3.809999999999998,2024
-0.36,SHORT,RSI+BB,2024-07-30 18:00:00,22198,22219,-4.169999999999998,2024
-0.33,SHORT,RSI+BB,2024-07-31 18:00:00,22220,22233,-4.499999999999998,2024
-0.34,LONG,RSI+BB,2024-09-02 09:00:00,22540,22545,-4.839999999999998,2024
-0.67,SHORT,RSI+BB,2024-09-04 08:00:00,22565,22572,-5.509999999999998,2024
-0.32,SHORT,RSI+BB,2024-09-04 16:00:00,22574,22580,-5.829999999999998,2024
0.35,LONG,RSI+BB,2024-09-06 08:00:00,22588,22600,-5.479999999999999,2024
-0.35,SHORT,RSI+BB,2024-09-11 08:00:00,22637,22642,-5.829999999999998,2024
0.35,SHORT,RSI+BB,2024-09-11 14:00:00,22643,22648,-5.479999999999999,2024
0.4,LONG,RSI+BB,2024-09-13 10:00:00,22665,22672,-5.079999999999998,2024
0.35,SHORT,RSI+BB,2024-09-17 19:00:00,22691,22706,-4.729999999999999,2024
-0.32,LONG,RSI+BB,2024-09-18 21:00:00,22712,22722,-5.049999999999999,2024
0.31,LONG,RSI+BB,2024-09-19 14:00:00,22723,22729,-4.739999999999999,2024
0.34,LONG,RSI+BB,2024-09-19 16:00:00,22730,22731,-4.3999999999999995,2024
0.34,SHORT,RSI+BB,2024-09-23 16:00:00,22753,22759,-4.06,2024
0.36,LONG,RSI+BB,2024-09-26 14:00:00,22783,22799,-3.6999999999999997,2024
0.39,SHORT,RSI+BB,2024-09-27 12:00:00,22809,22811,-3.3099999999999996,2024
0.37,LONG,RSI+BB,2024-09-30 15:00:00,22823,22828,-2.9399999999999995,2024
-0.41,SHORT,RSI+BB,2024-10-01 12:00:00,22837,22839,-3.3499999999999996,2024
-0.41,SHORT,RSI+BB,2024-10-01 15:00:00,22840,22842,-3.76,2024
0.42,SHORT,RSI+BB,2024-10-02 09:00:00,22843,22850,-3.34,2024
-0.72,LONG,RSI+BB,2024-10-03 12:00:00,22851,22867,-4.06,2024
-0.36,LONG,RSI+BB,2024-10-07 10:00:00,22884,22893,-4.42,2024
0.31,LONG,RSI+BB,2024-10-09 08:00:00,22913,22919,-4.11,2024
0.3,SHORT,RSI+BB,2024-10-09 17:00:00,22920,22928,-3.8100000000000005,2024
-0.28,LONG,RSI+BB,2024-10-10 14:00:00,22930,22939,-4.090000000000001,2024
-0.08,LONG,RSI+BB,2024-10-11 13:00:00,22951,22952,-4.170000000000001,2024
0.28,LONG,RSI+BB,2024-10-14 21:00:00,22969,22974,-3.8900000000000006,2024
-0.28,SHORT,RSI+BB,2024-10-16 08:00:00,22976,22989,-4.170000000000001,2024
0.29,SHORT,RSI+BB,2024-10-17 10:00:00,22990,23005,-3.880000000000001,2024
0.3,LONG,RSI+BB,2024-10-18 11:00:00,23018,23020,-3.580000000000001,2024
0.31,SHORT,RSI+BB,2024-10-21 10:00:00,23021,23033,-3.270000000000001,2024
-0.3,LONG,RSI+BB,2024-10-21 13:00:00,23034,23036,-3.5700000000000007,2024
-0.3,LONG,RSI+BB,2024-10-22 08:00:00,23037,23045,-3.8700000000000006,2024
0.28,LONG,RSI+BB,2024-10-22 15:00:00,23046,23052,-3.5900000000000007,2024
0.31,LONG,RSI+BB,2024-10-24 08:00:00,23067,23073,-3.2800000000000007,2024
-0.31,SHORT,RSI+BB,2024-10-24 14:00:00,23074,23079,-3.5900000000000007,2024
-0.4,LONG,RSI+BB,2024-10-28 08:00:00,23096,23101,-3.9900000000000007,2024
0.34,LONG,RSI+BB,2024-10-28 10:00:00,23102,23103,-3.650000000000001,2024
-0.14,LONG,RSI+BB,2024-10-29 16:00:00,23117,23123,-3.790000000000001,2024
0.34,SHORT,RSI+BB,2024-10-30 10:00:00,23129,23131,-3.450000000000001,2024
-0.43,LONG,RSI+BB,2024-10-30 18:00:00,23137,23139,-3.8800000000000012,2024
-0.43,LONG,RSI+BB,2024-10-31 14:00:00,23140,23149,-4.310000000000001,2024
0.44,LONG,RSI+BB,2024-10-31 17:00:00,23150,23152,-3.8700000000000014,2024
0.46,SHORT,RSI+BB,2024-11-01 16:00:00,23163,23165,-3.4100000000000015,2024
-0.03,LONG,RSI+BB,2024-11-05 13:00:00,23189,23190,-3.4400000000000013,2024
0.39,LONG,RSI+BB,2024-11-05 20:00:00,23191,23197,-3.050000000000001,2024
0.43,SHORT,RSI+BB,2024-11-06 12:00:00,23200,23203,-2.620000000000001,2024
0.52,LONG,RSI+BB,2024-11-08 08:00:00,23215,23227,-2.100000000000001,2024
-0.52,SHORT,RSI+BB,2024-11-11 08:00:00,23229,23241,-2.620000000000001,2024
0.46,SHORT,RSI+BB,2024-11-12 17:00:00,23259,23264,-2.160000000000001,2024
-0.46,LONG,RSI+BB,2024-11-13 08:00:00,23265,23269,-2.620000000000001,2024
0.47,LONG,RSI+BB,2024-11-14 12:00:00,23280,23287,-2.1500000000000012,2024
0.45,SHORT,RSI+BB,2024-11-15 15:00:00,23294,23304,-1.7000000000000013,2024
0.47,LONG,RSI+BB,2024-11-15 18:00:00,23305,23307,-1.2300000000000013,2024
-0.11,LONG,RSI+BB,2024-11-18 11:00:00,23313,23314,-1.3400000000000014,2024
0.46,LONG,RSI+BB,2024-11-19 08:00:00,23315,23325,-0.8800000000000014,2024
-0.04,SHORT,RSI+BB,2024-11-19 11:00:00,23327,23328,-0.9200000000000015,2024
0.45,LONG,RSI+BB,2024-11-21 10:00:00,23340,23355,-0.47000000000000147,2024
-0.42,SHORT,RSI+BB,2024-11-22 09:00:00,23356,23368,-0.8900000000000015,2024
-0.47,SHORT,RSI+BB,2024-11-25 09:00:00,23369,23382,-1.3600000000000014,2024
-0.46,SHORT,RSI+BB,2024-11-27 08:00:00,23389,23409,-1.8200000000000014,2024
0.4,SHORT,RSI+BB,2024-11-27 10:00:00,23410,23411,-1.4200000000000013,2024
-0.43,SHORT,RSI+BB,2024-11-29 08:00:00,23412,23437,-1.8500000000000012,2024
-0.35,SHORT,RSI+BB,2024-11-29 18:00:00,23438,23447,-2.200000000000001,2024
-0.34,SHORT,RSI+BB,2024-12-02 17:00:00,23452,23460,-2.540000000000001,2024
0.34,LONG,RSI+BB,2024-12-04 17:00:00,23485,23488,-2.200000000000001,2024
0.43,SHORT,RSI+BB,2024-12-05 14:00:00,23494,23499,-1.7700000000000011,2024
-0.03,LONG,RSI+BB,2024-12-10 08:00:00,23531,23535,-1.8000000000000012,2024
0.36,LONG,RSI+BB,2024-12-10 15:00:00,23536,23542,-1.4400000000000013,2024
-0.38,LONG,RSI+BB,2024-12-12 15:00:00,23561,23570,-1.8200000000000012,2024
-0.41,LONG,RSI+BB,2024-12-12 19:00:00,23571,23574,-2.2300000000000013,2024
-0.41,LONG,RSI+BB,2024-12-13 17:00:00,23575,23586,-2.6400000000000015,2024
0.33,SHORT,RSI+BB,2024-12-18 10:00:00,23613,23621,-2.3100000000000014,2024
-0.32,LONG,RSI+BB,2024-12-19 08:00:00,23632,23633,-2.6300000000000012,2024
-0.33,LONG,RSI+BB,2024-12-19 15:00:00,23634,23640,-2.9600000000000013,2024
0.35,LONG,RSI+BB,2024-12-20 14:00:00,23641,23653,-2.610000000000001,2024
0.35,SHORT,RSI+BB,2024-12-23 08:00:00,23654,23661,-2.260000000000001,2024
-0.07,LONG,RSI+BB,2024-12-23 17:00:00,23662,23670,-2.330000000000001,2024
-0.32,LONG,RSI+BB,2024-12-27 10:00:00,23676,23677,-2.650000000000001,2024
0.33,LONG,RSI+BB,2024-12-30 16:00:00,23678,23697,-2.3200000000000007,2024
0.3,SHORT,RSI+BB,2025-01-02 18:00:00,23698,23713,-2.020000000000001,2025
-0.34,LONG,RSI+BB,2025-01-07 17:00:00,23734,23754,-2.3600000000000008,2025
-0.34,LONG,RSI+BB,2025-01-08 13:00:00,23755,23764,-2.7000000000000006,2025
-0.32,LONG,RSI+BB,2025-01-10 08:00:00,23765,23787,-3.0200000000000005,2025
-0.32,LONG,RSI+BB,2025-01-10 14:00:00,23788,23793,-3.3400000000000003,2025
-0.33,LONG,RSI+BB,2025-01-13 09:00:00,23794,23802,-3.6700000000000004,2025
0.33,LONG,RSI+BB,2025-01-13 13:00:00,23803,23806,-3.3400000000000003,2025
0.31,SHORT,RSI+BB,2025-01-14 10:00:00,23816,23817,-3.0300000000000002,2025
0.32,LONG,RSI+BB,2025-01-15 14:00:00,23823,23835,-2.7100000000000004,2025
-0.33,SHORT,RSI+BB,2025-01-16 19:00:00,23836,23854,-3.0400000000000005,2025
0.29,LONG,RSI+BB,2025-01-22 09:00:00,23877,23899,-2.7500000000000004,2025
0.29,SHORT,RSI+BB,2025-01-22 17:00:00,23900,23907,-2.4600000000000004,2025
-0.31,LONG,RSI+BB,2025-01-24 15:00:00,23928,23933,-2.7700000000000005,2025
0.33,LONG,RSI+BB,2025-01-27 08:00:00,23934,23940,-2.4400000000000004,2025
-0.34,SHORT,RSI+BB,2025-01-27 13:00:00,23941,23945,-2.7800000000000002,2025
0.34,LONG,RSI+BB,2025-01-30 11:00:00,23957,23985,-2.4400000000000004,2025
-0.34,SHORT,RSI+BB,2025-02-03 08:00:00,23999,24010,-2.7800000000000002,2025
-0.36,SHORT,RSI+BB,2025-02-03 10:00:00,24011,24012,-3.14,2025
0.38,SHORT,RSI+BB,2025-02-04 08:00:00,24013,24024,-2.7600000000000002,2025
0.37,SHORT,RSI+BB,2025-02-07 14:00:00,24040,24072,-2.39,2025
0.34,LONG,RSI+BB,2025-02-07 18:00:00,24073,24076,-2.0500000000000003,2025
-0.3,LONG,RSI+BB,2025-02-11 13:00:00,24095,24099,-2.35,2025
-0.29,LONG,RSI+BB,2025-02-12 08:00:00,24100,24108,-2.64,2025
-0.02,LONG,RSI+BB,2025-02-12 11:00:00,24110,24111,-2.66,2025
0.29,LONG,RSI+BB,2025-02-13 12:00:00,24115,24126,-2.37,2025
0.28,SHORT,RSI+BB,2025-02-17 08:00:00,24127,24150,-2.09,2025
-0.31,LONG,RSI+BB,2025-02-18 08:00:00,24151,24164,-2.4,2025
0.28,LONG,RSI+BB,2025-02-18 16:00:00,24165,24172,-2.12,2025
-0.01,LONG,RSI+BB,2025-02-19 11:00:00,24180,24181,-2.13,2025
-0.27,LONG,RSI+BB,2025-02-19 19:00:00,24183,24189,-2.4,2025
-0.18,SHORT,RSI+BB,2025-02-21 13:00:00,24208,24211,-2.58,2025
0.33,LONG,RSI+BB,2025-02-25 08:00:00,24233,24234,-2.25,2025
-0.35,SHORT,RSI+BB,2025-02-28 08:00:00,24250,24276,-2.6,2025
0.34,SHORT,RSI+BB,2025-02-28 14:00:00,24277,24282,-2.2600000000000002,2025
0.35,LONG,RSI+BB,2025-02-28 19:00:00,24286,24287,-1.9100000000000001,2025
-0.27,LONG,RSI+BB,2025-03-03 11:00:00,24291,24293,-2.18,2025
-0.4,LONG,RSI+BB,2025-03-03 14:00:00,24294,24296,-2.58,2025
0.41,LONG,RSI+BB,2025-03-03 20:00:00,24297,24302,-2.17,2025
0.4,SHORT,RSI+BB,2025-03-04 15:00:00,24304,24311,-1.77,2025
-0.52,LONG,RSI+BB,2025-03-05 08:00:00,24316,24318,-2.29,2025
-0.64,LONG,RSI+BB,2025-03-05 15:00:00,24319,24325,-2.93,2025
0.7,LONG,RSI+BB,2025-03-06 12:00:00,24333,24336,-2.2300000000000004,2025
0.69,SHORT,RSI+BB,2025-03-07 16:00:00,24353,24354,-1.5400000000000005,2025
-0.22,LONG,RSI+BB,2025-03-11 16:00:00,24376,24382,-1.7600000000000005,2025
0.61,LONG,RSI+BB,2025-03-12 14:00:00,24386,24394,-1.1500000000000004,2025
0.53,LONG,RSI+BB,2025-03-13 16:00:00,24405,24410,-0.6200000000000003,2025
-0.4,LONG,RSI+BB,2025-03-14 11:00:00,24418,24419,-1.0200000000000005,2025
0.5,LONG,RSI+BB,2025-03-14 18:00:00,24420,24426,-0.5200000000000005,2025
-0.46,SHORT,RSI+BB,2025-03-19 08:00:00,24432,24458,-0.9800000000000004,2025
0.4,SHORT,RSI+BB,2025-03-19 14:00:00,24459,24464,-0.5800000000000004,2025
-0.13,SHORT,RSI+BB,2025-03-20 08:00:00,24470,24472,-0.7100000000000004,2025
-0.34,LONG,RSI+BB,2025-03-25 12:00:00,24501,24518,-1.0500000000000005,2025
0.32,LONG,RSI+BB,2025-03-25 16:00:00,24519,24522,-0.7300000000000004,2025
-0.02,SHORT,RSI+BB,2025-03-27 08:00:00,24539,24542,-0.7500000000000004,2025
-0.32,SHORT,RSI+BB,2025-03-28 08:00:00,24543,24556,-1.0700000000000005,2025
0.36,SHORT,RSI+BB,2025-03-28 14:00:00,24557,24562,-0.7100000000000005,2025
0.37,SHORT,RSI+BB,2025-03-31 16:00:00,24571,24578,-0.3400000000000005,2025
-0.06,LONG,RSI+BB,2025-03-31 19:00:00,24580,24581,-0.4000000000000005,2025
0.34,SHORT,RSI+BB,2025-04-02 16:00:00,24603,24606,-0.0600000000000005,2025
0.36,LONG,RSI+BB,2025-04-03 08:00:00,24607,24612,0.2999999999999995,2025
-0.41,SHORT,RSI+BB,2025-04-04 08:00:00,24613,24626,-0.11000000000000049,2025
-0.44,SHORT,RSI+BB,2025-04-04 10:00:00,24627,24628,-0.5500000000000005,2025
-0.45,SHORT,RSI+BB,2025-04-04 12:00:00,24629,24630,-1.0000000000000004,2025
0.48,SHORT,RSI+BB,2025-04-04 15:00:00,24631,24633,-0.5200000000000005,2025
0.59,SHORT,RSI+BB,2025-04-07 14:00:00,24641,24646,0.06999999999999951,2025
0.82,SHORT,RSI+BB,2025-04-09 19:00:00,24677,24679,0.8899999999999995,2025
0.88,LONG,RSI+BB,2025-04-10 13:00:00,24680,24687,1.7699999999999996,2025
0.79,SHORT,RSI+BB,2025-04-11 19:00:00,24703,24707,2.5599999999999996,2025
-0.25,SHORT,RSI+BB,2025-04-17 15:00:00,24739,24759,2.3099999999999996,2025
0.48,SHORT,RSI+BB,2025-04-23 15:00:00,24761,24787,2.7899999999999996,2025
0.4,LONG,RSI+BB,2025-04-24 10:00:00,24788,24796,3.1899999999999995,2025
-0.18,SHORT,RSI+BB,2025-04-24 14:00:00,24797,24800,3.0099999999999993,2025
-0.31,LONG,RSI+BB,2025-04-28 14:00:00,24823,24828,2.6999999999999993,2025
0.3,LONG,RSI+BB,2025-04-29 08:00:00,24829,24836,2.999999999999999,2025
0.32,SHORT,RSI+BB,2025-05-02 08:00:00,24852,24864,3.319999999999999,2025
-0.27,LONG,RSI+BB,2025-05-02 16:00:00,24865,24872,3.049999999999999,2025
-0.34,LONG,RSI+BB,2025-05-05 08:00:00,24873,24878,2.709999999999999,2025
-0.32,SHORT,RSI+BB,2025-05-07 16:00:00,24910,24914,2.3899999999999992,2025
0.31,SHORT,RSI+BB,2025-05-08 16:00:00,24915,24928,2.6999999999999993,2025
-0.31,LONG,RSI+BB,2025-05-09 08:00:00,24930,24934,2.3899999999999992,2025
-0.31,LONG,RSI+BB,2025-05-12 10:00:00,24949,24950,2.079999999999999,2025
-0.32,LONG,RSI+BB,2025-05-12 18:00:00,24951,24958,1.7599999999999991,2025
-0.32,LONG,RSI+BB,2025-05-14 17:00:00,24959,24985,1.439999999999999,2025
0.29,LONG,RSI+BB,2025-05-15 12:00:00,24986,24994,1.729999999999999,2025
-0.29,SHORT,RSI+BB,2025-05-16 08:00:00,24998,25004,1.439999999999999,2025
0.28,SHORT,RSI+BB,2025-05-19 09:00:00,25005,25019,1.719999999999999,2025
0.28,LONG,RSI+BB,2025-05-19 16:00:00,25020,25026,1.9999999999999991,2025
-0.34,LONG,RSI+BB,2025-05-21 10:00:00,25040,25048,1.659999999999999,2025
0.33,LONG,RSI+BB,2025-05-23 08:00:00,25049,25074,1.989999999999999,2025
-0.31,SHORT,RSI+BB,2025-05-23 13:00:00,25075,25079,1.679999999999999,2025
0.36,SHORT,RSI+BB,2025-05-26 08:00:00,25080,25088,2.039999999999999,2025
0.37,LONG,RSI+BB,2025-05-26 16:00:00,25089,25096,2.4099999999999993,2025
0.31,SHORT,RSI+BB,2025-05-28 08:00:00,25103,25116,2.7199999999999993,2025
-0.29,LONG,RSI+BB,2025-05-29 08:00:00,25119,25130,2.4299999999999993,2025
0.3,LONG,RSI+BB,2025-05-29 13:00:00,25131,25135,2.729999999999999,2025
0.31,SHORT,RSI+BB,2025-06-02 09:00:00,25146,25159,3.039999999999999,2025
0.31,LONG,RSI+BB,2025-06-02 16:00:00,25160,25166,3.349999999999999,2025
0.31,SHORT,RSI+BB,2025-06-03 17:00:00,25173,25181,3.6599999999999993,2025
0.32,LONG,RSI+BB,2025-06-05 14:00:00,25182,25206,3.979999999999999,2025
-0.38,LONG,RSI+BB,2025-06-05 17:00:00,25208,25209,3.599999999999999,2025
0.39,LONG,RSI+BB,2025-06-06 09:00:00,25210,25215,3.9899999999999993,2025
0.37,SHORT,RSI+BB,2025-06-09 13:00:00,25230,25233,4.359999999999999,2025
0.3,LONG,RSI+BB,2025-06-12 08:00:00,25258,25270,4.659999999999999,2025
-0.33,SHORT,RSI+BB,2025-06-12 14:00:00,25271,25276,4.329999999999999,2025
0.35,SHORT,RSI+BB,2025-06-13 10:00:00,25285,25286,4.679999999999999,2025
-0.33,LONG,RSI+BB,2025-06-16 08:00:00,25293,25298,4.349999999999999,2025
0.38,SHORT,RSI+BB,2025-06-18 08:00:00,25318,25326,4.729999999999999,2025
0.35,SHORT,RSI+BB,2025-06-19 09:00:00,25335,25341,5.079999999999998,2025
0.31,SHORT,RSI+BB,2025-06-20 10:00:00,25355,25356,5.389999999999998,2025
0.33,LONG,RSI+BB,2025-06-23 11:00:00,25369,25371,5.719999999999998,2025
0.37,LONG,RSI+BB,2025-06-24 17:00:00,25386,25391,6.089999999999998,2025
0.36,SHORT,RSI+BB,2025-06-25 11:00:00,25398,25399,6.449999999999998,2025
0.33,SHORT,RSI+BB,2025-06-27 09:00:00,25411,25425,6.7799999999999985,2025
0.32,LONG,RSI+BB,2025-07-01 09:00:00,25430,25453,7.099999999999999,2025
0.32,SHORT,RSI+BB,2025-07-02 08:00:00,25454,25466,7.419999999999999,2025
0.31,LONG,RSI+BB,2025-07-03 10:00:00,25473,25482,7.729999999999999,2025
0.29,SHORT,RSI+BB,2025-07-07 09:00:00,25495,25509,8.019999999999998,2025
-0.27,LONG,RSI+BB,2025-07-08 08:00:00,25510,25522,7.749999999999998,2025
-0.28,LONG,RSI+BB,2025-07-08 10:00:00,25523,25524,7.469999999999998,2025
0.28,LONG,RSI+BB,2025-07-09 09:00:00,25525,25537,7.749999999999998,2025
0.25,SHORT,RSI+BB,2025-07-10 11:00:00,25548,25553,7.999999999999998,2025
-0.27,LONG,RSI+BB,2025-07-11 10:00:00,25558,25566,7.729999999999999,2025
0.27,LONG,RSI+BB,2025-07-15 09:00:00,25567,25593,7.999999999999998,2025
0.26,SHORT,RSI+BB,2025-07-16 09:00:00,25594,25607,8.259999999999998,2025
-0.18,SHORT,RSI+BB,2025-07-21 08:00:00,25645,25648,8.079999999999998,2025
-0.25,SHORT,RSI+BB,2025-07-21 12:00:00,25649,25652,7.829999999999998,2025
-0.25,SHORT,RSI+BB,2025-07-22 13:00:00,25653,25667,7.579999999999998,2025
0.25,SHORT,RSI+BB,2025-07-23 08:00:00,25670,25676,7.829999999999998,2025
-0.25,LONG,RSI+BB,2025-07-23 19:00:00,25686,25687,7.579999999999998,2025
-0.27,LONG,RSI+BB,2025-07-24 15:00:00,25688,25697,7.309999999999999,2025
-0.3,LONG,RSI+BB,2025-07-25 08:00:00,25698,25704,7.009999999999999,2025
-0.29,LONG,RSI+BB,2025-07-25 10:00:00,25705,25706,6.719999999999999,2025
0.31,LONG,RSI+BB,2025-07-25 15:00:00,25707,25711,7.0299999999999985,2025
0.3,LONG,RSI+BB,2025-07-30 08:00:00,25734,25746,7.329999999999998,2025
0.32,LONG,RSI+BB,2025-07-31 08:00:00,25754,25760,7.649999999999999,2025
0.32,SHORT,RSI+BB,2025-08-01 08:00:00,25761,25774,7.969999999999999,2025
0.3,LONG,RSI+BB,2025-08-01 14:00:00,25775,25780,8.27,2025
0.34,SHORT,RSI+BB,2025-08-01 17:00:00,25782,25783,8.61,2025
0.35,LONG,RSI+BB,2025-08-04 12:00:00,25790,25792,8.959999999999999,2025
0.33,SHORT,RSI+BB,2025-08-05 11:00:00,25804,25805,9.29,2025
0.28,SHORT,RSI+BB,2025-08-07 12:00:00,25833,25834,9.569999999999999,2025
-0.07,LONG,RSI+BB,2025-08-08 14:00:00,25847,25850,9.499999999999998,2025
-0.28,LONG,RSI+BB,2025-08-11 12:00:00,25851,25862,9.219999999999999,2025
-0.0,LONG,RSI+BB,2025-08-12 11:00:00,25874,25875,9.219999999999999,2025
-0.25,LONG,RSI+BB,2025-08-12 15:00:00,25877,25879,8.969999999999999,2025
